Filename,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40,P41,P42,P43,P44,P45,P46,P47,P48,P49,P50,P51,P52,P53,P54,P55,P56,P57,P58,P59,P60,Average
CF655.jpg,3,4,5,3,4,4,5,4,5,3,3,3,3,4,3,5,5,4,4,4,3,3,4,5,5,5,4,4,3,2,3,4,3,4,4,4,4,3,4,4,4,4,4,4,2,4,4,5,4,5,3,5,5,4,2,4,4,2,3,4,3.816666666666667
CF656.jpg,3,3,2,5,4,2,4,3,3,4,3,2,3,3,3,5,4,4,4,4,2,3,3,5,3,3,4,3,3,2,4,4,4,3,5,4,3,3,4,4,4,3,3,4,3,4,3,3,3,3,4,4,4,3,3,3,4,4,4,4,3.45
CF657.jpg,2,4,4,5,4,3,4,4,3,4,4,4,4,4,3,5,4,4,4,4,4,3,4,5,4,4,5,4,3,3,3,4,3,4,3,4,4,4,3,3,4,3,3,4,4,4,4,5,5,4,3,4,5,4,3,3,4,3,4,4,3.8
CF658.jpg,3,5,5,5,5,4,4,4,4,5,4,3,4,4,4,5,4,4,4,5,5,4,4,5,5,5,5,3,5,5,4,5,4,4,5,5,5,4,4,4,5,5,4,5,4,5,5,5,5,5,4,4,4,4,4,4,5,4,3,5,4.4
CF659.jpg,4,5,5,5,5,5,4,4,5,5,3,4,3,4,4,5,5,5,4,4,4,4,4,5,5,5,5,3,4,5,4,5,4,4,5,4,5,4,4,4,4,4,4,5,4,5,4,5,5,5,4,5,5,4,4,5,5,5,5,5,4.45
CF66.jpg,2,3,3,1,3,3,3,3,2,3,3,3,3,3,3,4,3,3,4,3,3,3,3,3,4,2,3,3,2,3,3,3,3,2,1,3,3,2,3,3,3,2,3,3,3,3,2,2,3,2,2,3,3,3,3,3,3,2,2,3,2.7666666666666666
CF660.jpg,3,5,4,1,3,3,4,3,4,3,3,3,3,4,2,5,4,4,3,4,4,3,4,5,4,4,3,3,3,4,3,4,3,3,3,3,5,3,3,4,4,4,3,5,3,3,2,3,4,5,3,4,4,3,3,4,3,3,2,4,3.466666666666667
CF661.jpg,4,4,4,5,4,4,4,3,3,5,4,3,4,4,3,4,5,5,4,4,4,4,4,5,5,4,4,4,4,4,4,5,4,5,5,4,4,4,4,4,5,4,5,5,4,4,4,5,5,5,4,4,5,4,2,5,4,4,4,5,4.2
CF662.jpg,4,4,5,5,5,3,4,4,4,5,3,3,3,3,3,5,4,5,4,4,4,3,4,5,5,4,5,3,4,4,5,4,3,4,5,4,4,3,4,4,4,5,3,5,4,4,3,4,4,5,4,5,5,4,3,4,4,4,5,4,4.066666666666666
CF663.jpg,4,4,4,2,4,4,4,4,4,4,3,3,3,3,3,4,4,5,3,4,3,3,4,4,4,4,4,3,4,3,4,4,3,3,3,3,4,3,3,4,5,3,4,4,4,4,2,3,4,5,3,4,5,4,3,3,5,4,4,5,3.683333333333333
CF664.jpg,3,4,4,2,4,4,3,3,3,4,3,2,3,4,3,5,4,4,3,4,3,3,3,5,4,4,4,3,3,3,4,3,3,4,3,4,4,2,4,3,4,3,3,4,3,4,3,4,4,3,3,3,3,4,3,2,3,3,4,4,3.4166666666666665
CF665.jpg,3,4,3,5,3,3,4,5,2,5,3,3,3,3,3,4,5,5,3,4,3,3,3,5,5,3,4,2,4,4,4,3,4,2,5,3,4,3,3,3,4,4,3,5,4,4,3,2,3,5,3,3,4,3,4,3,4,3,4,4,3.5833333333333335
CF666.jpg,4,5,5,5,5,5,4,5,3,5,4,3,4,4,3,5,5,5,4,4,4,4,5,5,5,4,5,4,4,5,5,4,4,3,5,4,5,4,4,4,4,3,3,5,4,5,4,5,4,5,4,5,5,5,4,4,5,4,4,4,4.333333333333333
CF667.jpg,4,4,4,5,4,2,5,3,3,4,3,3,4,4,3,5,5,5,4,4,2,3,4,5,5,5,5,3,2,3,4,3,4,2,5,3,4,3,4,5,3,3,3,5,4,4,4,5,5,5,4,5,5,4,3,5,5,5,4,4,3.95
CF668.jpg,5,5,5,5,5,5,4,4,5,5,4,5,4,5,4,5,5,5,4,4,5,4,5,5,5,5,5,3,4,5,4,5,5,4,5,4,5,4,3,4,5,4,5,5,5,5,4,5,5,5,4,5,5,5,4,4,5,5,4,5,4.6
CF669.jpg,3,4,4,5,5,4,4,4,3,5,4,3,4,4,4,3,4,5,4,4,4,4,4,5,4,4,4,4,5,5,4,4,4,4,5,4,4,4,4,5,4,4,4,5,5,4,4,5,4,5,4,4,4,4,3,4,4,4,4,5,4.15
CF67.jpg,1,3,3,1,3,3,3,3,2,3,3,2,3,2,2,2,3,3,3,3,3,3,3,3,4,3,3,3,2,3,3,3,3,2,2,3,3,2,3,3,3,3,3,3,2,3,2,3,3,3,2,4,3,3,2,3,3,2,2,3,2.716666666666667
CF670.jpg,4,5,5,5,5,5,4,5,5,5,4,3,5,5,4,5,5,5,4,4,5,3,3,5,5,5,5,3,4,4,5,4,4,5,4,5,5,4,4,4,4,5,4,5,5,5,5,5,5,5,5,4,4,4,4,5,4,5,5,5,4.516666666666667
CF671.jpg,3,4,5,4,4,3,4,4,3,5,3,3,3,4,3,4,4,5,4,4,3,3,4,4,5,5,5,3,4,3,4,4,3,3,5,4,4,3,4,4,4,3,4,4,4,5,3,4,4,3,2,4,4,4,3,4,5,4,3,4,3.8
CF672.jpg,3,4,3,4,3,3,3,3,2,3,3,3,4,3,3,3,4,3,3,3,4,3,4,4,5,3,4,2,4,3,3,3,3,3,3,4,4,3,3,3,3,3,3,4,2,3,2,3,3,5,3,4,4,3,3,2,3,4,3,4,3.25
CF673.jpg,4,4,4,5,4,4,4,4,3,5,4,3,3,4,4,4,5,5,4,4,4,4,4,5,5,4,5,3,4,4,4,4,4,4,5,4,4,3,4,4,5,5,4,5,4,4,4,5,4,5,4,4,5,5,4,4,5,3,4,5,4.183333333333334
CF674.jpg,4,5,4,5,4,3,4,4,3,4,4,3,3,3,3,3,4,4,4,4,4,3,5,5,5,5,5,4,3,3,3,5,4,1,5,4,5,3,4,4,5,4,4,5,4,4,3,5,4,5,3,4,5,4,3,5,3,5,3,5,3.966666666666667
CF675.jpg,5,4,4,5,5,3,4,4,4,4,3,3,3,3,4,4,5,4,3,4,3,3,5,5,4,4,5,3,4,4,3,4,4,3,5,4,4,3,4,4,4,3,4,5,4,4,4,3,4,5,3,4,4,4,4,4,5,5,4,4,3.95
CF676.jpg,3,3,5,5,3,2,3,3,3,5,3,3,3,3,3,5,5,5,3,4,3,3,5,4,5,5,4,3,2,3,4,2,3,3,4,3,3,3,4,3,3,2,3,4,4,3,2,3,4,5,2,4,3,4,3,3,5,3,4,4,3.4833333333333334
CF677.jpg,4,3,4,4,4,3,4,3,3,4,3,3,4,3,3,5,5,4,4,4,4,3,3,5,5,5,5,3,3,4,4,4,3,4,5,3,3,3,4,4,4,3,4,4,4,4,4,5,5,5,4,4,4,4,3,4,5,3,4,4,3.8666666666666667
CF678.jpg,4,3,4,5,5,3,4,4,2,4,3,3,4,4,4,5,5,4,4,4,2,3,3,5,4,4,5,3,4,4,4,3,4,3,4,4,3,3,4,5,5,3,3,5,4,5,4,4,5,5,3,5,4,4,3,3,5,4,4,4,3.9
CF679.jpg,4,2,4,5,5,3,5,4,3,4,3,5,3,4,4,5,5,4,4,4,4,3,4,5,5,4,5,3,3,5,4,2,3,4,5,3,2,4,3,3,4,4,4,4,3,5,4,4,5,5,3,4,5,4,3,4,4,4,4,5,3.933333333333333
CF68.jpg,3,3,4,4,4,3,3,4,4,4,3,3,3,4,3,5,4,4,3,4,3,3,3,4,5,3,4,3,4,3,3,4,4,4,5,3,3,3,4,4,4,3,3,4,3,4,4,4,4,4,3,4,4,4,3,3,4,4,2,4,3.6
CF680.jpg,4,4,4,5,4,4,4,4,3,4,4,3,4,4,4,5,4,4,4,4,3,4,4,5,4,4,4,4,3,4,3,4,3,4,5,4,4,3,4,3,4,3,3,5,4,4,3,5,4,5,3,4,5,4,3,4,5,3,4,4,3.9166666666666665
CF681.jpg,3,4,3,3,5,3,4,4,3,5,3,3,3,4,3,4,4,4,4,4,4,3,3,5,4,4,4,3,3,3,3,4,3,4,5,4,4,3,3,4,4,3,3,5,4,4,3,4,5,5,4,4,4,4,2,3,3,3,4,4,3.683333333333333
CF682.jpg,5,4,5,5,4,3,4,4,4,5,4,3,4,4,3,5,5,5,4,4,4,3,5,5,5,5,5,4,4,5,4,4,4,4,5,3,4,3,4,4,5,4,5,5,4,5,4,5,5,5,4,5,4,4,4,4,5,4,4,4,4.283333333333333
CF683.jpg,4,4,4,4,4,3,5,4,4,5,5,4,4,4,3,4,5,4,4,4,3,3,4,5,5,5,5,4,3,4,3,5,4,5,5,2,4,4,4,4,5,5,4,5,4,5,4,5,5,5,4,4,5,3,3,4,5,4,4,5,4.183333333333334
CF684.jpg,3,4,3,3,4,3,4,3,3,3,4,3,3,4,3,4,4,4,4,3,3,3,4,5,4,3,5,3,3,3,4,4,3,4,4,4,4,3,3,3,4,3,3,4,3,4,3,5,4,3,3,4,4,4,3,3,4,4,4,4,3.566666666666667
CF685.jpg,2,4,3,3,3,3,4,4,3,4,3,3,4,3,3,4,5,4,4,4,3,3,4,4,5,4,4,2,3,3,3,4,3,3,4,3,4,3,3,3,4,2,5,4,4,4,2,3,3,3,3,4,3,3,3,4,4,4,4,4,3.466666666666667
CF686.jpg,5,4,4,4,5,4,3,4,3,4,4,3,4,3,4,4,4,5,4,4,4,3,4,5,5,4,4,3,4,5,4,4,4,5,5,4,4,4,4,4,4,4,4,5,4,3,4,4,5,5,4,5,5,4,3,4,4,5,4,5,4.116666666666666
CF687.jpg,4,4,4,5,4,5,4,4,3,3,4,3,4,4,4,5,5,5,4,4,5,4,4,5,5,4,5,4,4,4,4,5,4,5,5,3,4,4,4,4,4,4,4,5,4,4,4,5,4,5,5,4,5,4,2,5,3,3,4,4,4.166666666666667
CF688.jpg,4,4,4,4,4,4,4,3,3,4,3,3,4,3,3,4,4,4,4,3,4,3,4,5,5,3,5,3,3,2,4,4,4,2,5,4,4,3,4,3,4,3,4,5,3,4,3,4,3,3,3,3,4,3,2,4,3,3,4,4,3.6
CF689.jpg,3,5,5,5,5,5,4,5,5,5,4,4,4,4,4,5,5,5,4,4,4,4,5,5,5,5,5,3,5,4,4,5,4,3,5,4,5,4,4,5,5,5,4,5,4,5,4,4,5,5,4,5,5,4,4,5,5,4,4,5,4.483333333333333
CF69.jpg,3,3,3,3,4,2,3,3,2,3,3,2,3,3,2,4,3,5,3,4,3,3,3,4,4,3,3,2,3,3,4,3,3,2,4,2,3,2,3,2,4,1,3,3,3,4,2,3,3,3,3,3,3,4,3,3,4,3,2,3,3.0
CF690.jpg,4,4,4,4,4,4,4,3,4,4,3,3,3,4,2,3,4,3,4,4,3,3,4,5,5,5,4,3,3,4,3,4,3,4,5,4,4,3,3,3,4,3,5,5,3,3,3,5,3,4,3,4,4,4,2,4,5,3,4,5,3.716666666666667
CF691.jpg,3,4,2,4,3,3,4,3,4,3,3,3,3,3,3,4,4,4,4,4,4,3,4,4,3,4,5,3,3,3,3,3,3,3,5,2,4,2,3,3,3,4,4,4,3,3,3,4,4,5,3,4,4,3,3,4,3,4,4,3,3.45
CF692.jpg,4,5,5,5,4,5,4,4,4,5,4,3,4,4,4,5,5,4,4,5,5,4,5,5,5,4,4,3,4,5,5,5,4,4,5,5,5,3,3,4,5,4,4,5,3,5,4,5,5,5,4,5,5,4,3,2,5,3,4,5,4.316666666666666
CF693.jpg,3,4,5,5,4,4,4,3,4,5,3,3,4,3,4,5,5,4,4,4,2,3,4,5,5,5,4,4,3,4,3,4,4,4,4,4,4,3,4,4,5,4,4,5,4,4,2,3,4,5,4,4,5,4,4,4,4,5,3,5,3.9833333333333334
CF694.jpg,3,3,3,4,4,3,3,3,3,3,4,3,3,3,2,4,3,4,4,4,2,3,4,5,4,4,4,3,3,4,4,4,3,3,3,3,3,3,4,4,3,4,4,4,3,4,3,4,4,5,3,4,4,3,2,4,4,3,4,4,3.4833333333333334
CF695.jpg,4,4,4,5,4,5,5,4,4,5,4,3,4,5,4,5,5,5,4,4,5,4,4,5,5,5,5,5,4,4,4,5,4,4,4,4,4,4,4,4,4,5,5,5,4,4,4,4,4,5,4,4,5,4,3,5,5,4,3,4,4.316666666666666
CF696.jpg,3,3,3,1,3,2,4,3,3,4,3,2,3,2,2,4,4,5,3,4,3,3,3,4,4,4,4,2,3,3,4,4,3,2,3,2,3,2,3,3,3,3,3,4,3,4,2,3,3,5,2,4,3,3,3,3,3,2,2,3,3.066666666666667
CF697.jpg,3,4,4,3,4,3,4,4,4,3,3,3,4,4,3,4,5,3,3,4,3,2,3,4,4,3,4,4,2,2,3,3,3,3,5,4,4,3,3,3,5,3,4,5,3,4,2,1,4,3,3,3,3,4,3,3,5,2,2,4,3.3833333333333333
CF698.jpg,3,4,4,5,4,4,3,4,3,4,3,3,3,5,4,4,5,4,4,4,3,3,4,5,5,5,5,4,2,4,3,4,4,4,4,4,4,3,3,3,4,4,4,5,4,5,3,4,4,5,3,4,3,4,3,3,5,4,3,4,3.85
CF699.jpg,4,4,3,4,4,3,3,3,3,4,3,3,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,3,3,5,4,4,3,3,5,5,4,3,4,3,3,4,4,5,3,4,3,4,4,5,4,4,3,4,4,3,5,3,4,4,3.75
CF7.jpg,3,4,4,4,5,3,4,4,3,3,3,3,4,4,3,5,4,3,3,4,4,3,4,5,5,4,5,3,4,5,5,4,4,3,5,3,4,4,4,4,5,3,4,5,5,5,4,4,5,4,2,4,3,4,4,3,5,3,3,5,3.9166666666666665
CF70.jpg,2,4,4,1,4,3,3,3,3,3,3,2,3,3,3,3,3,4,3,3,3,3,3,4,4,3,4,2,2,4,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,4,3,3,3,3,3,3,3.1
CF700.jpg,3,4,3,5,3,3,4,4,3,4,4,3,3,4,3,4,4,5,3,4,4,3,4,5,4,4,4,3,3,5,3,4,3,4,5,4,4,3,3,4,4,2,3,5,3,3,4,4,5,4,3,4,5,3,3,3,5,3,4,4,3.716666666666667
CF701.jpg,4,4,5,3,4,4,4,3,4,4,4,3,4,3,4,5,5,4,4,4,3,3,3,5,5,4,4,4,4,4,4,4,3,4,5,4,4,4,4,4,4,4,4,5,4,3,4,4,5,5,3,5,5,4,3,4,5,3,4,4,4.0
CF702.jpg,4,5,5,5,5,5,4,5,5,5,4,3,4,4,4,5,5,5,4,4,5,4,5,5,5,4,5,4,4,5,4,5,4,4,5,5,5,4,4,5,4,5,4,5,4,5,4,4,5,5,4,5,5,4,4,5,5,4,4,5,4.516666666666667
CF703.jpg,4,4,4,5,4,3,4,4,4,4,3,3,3,4,3,4,5,3,4,4,4,3,4,5,5,5,5,3,4,3,4,4,4,5,4,5,4,3,3,5,5,3,4,5,4,4,4,5,5,5,3,5,5,4,3,4,4,5,4,5,4.066666666666666
CF704.jpg,4,4,5,5,5,4,4,5,5,5,4,3,4,4,4,5,5,5,4,4,4,4,4,5,5,5,5,4,4,4,4,5,4,3,5,4,4,3,5,4,5,4,5,5,5,4,4,5,5,5,3,4,5,5,4,5,5,3,4,5,4.383333333333334
CF705.jpg,2,4,4,5,2,4,4,4,4,3,3,3,3,4,3,4,5,4,3,4,3,3,3,4,3,4,5,3,3,4,3,4,3,3,4,5,4,3,3,3,4,4,3,4,4,4,3,3,4,3,3,3,4,3,4,4,3,3,4,5,3.566666666666667
CF706.jpg,5,5,5,5,5,4,4,4,4,5,4,3,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,5,4,5,4,5,5,5,3,5,5,3,4,5,5,5,5,3,5,4,4,4,5,5,3,4,5,4.3
CF707.jpg,4,4,4,5,4,4,3,5,5,5,4,3,5,4,4,5,5,4,4,4,5,4,4,5,5,5,5,5,3,3,4,4,4,5,5,4,4,4,5,5,5,5,4,5,5,4,4,5,5,5,3,5,5,4,4,5,5,4,4,5,4.4
CF708.jpg,3,5,5,5,4,4,4,4,3,4,4,4,3,4,4,5,5,4,4,4,4,4,4,5,5,4,4,4,4,5,4,4,3,5,5,4,5,4,4,4,5,3,3,5,4,4,4,4,4,5,4,4,5,3,4,4,3,5,3,5,4.133333333333334
CF709.jpg,3,4,4,4,4,4,4,4,3,4,3,3,3,4,4,4,4,4,4,4,3,3,4,5,5,4,5,3,3,4,4,4,3,4,4,5,4,3,5,4,4,4,3,5,4,5,4,3,4,4,3,4,5,3,3,3,5,4,4,4,3.8666666666666667
CF71.jpg,2,3,3,5,3,2,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,4,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,2,2,3,3,2,4,3,3,2,3,3,3,3,3,2.8833333333333333
CF710.jpg,3,4,4,5,5,4,3,4,4,4,3,3,4,4,3,4,5,5,3,4,4,3,4,4,4,5,4,3,4,4,4,4,3,4,5,5,4,3,4,4,5,3,3,5,4,4,3,5,4,4,3,4,4,4,4,2,5,4,4,4,3.9166666666666665
CF711.jpg,3,4,3,2,3,3,4,4,4,4,4,4,4,4,3,5,4,4,2,3,3,3,4,5,5,3,4,3,3,3,4,5,4,3,5,4,4,3,3,3,4,3,3,5,3,3,4,5,4,5,4,4,4,3,3,3,4,4,4,3,3.6666666666666665
CF712.jpg,4,4,5,5,4,3,3,4,3,4,4,3,4,4,3,4,5,4,3,4,4,3,5,5,4,4,5,3,3,4,3,4,3,4,4,3,4,3,3,3,4,4,3,5,3,5,4,5,3,5,2,5,5,4,4,4,4,3,4,4,3.85
CF713.jpg,3,4,4,4,4,3,4,3,3,4,3,3,3,4,3,5,4,3,4,4,3,3,4,5,5,4,5,3,2,5,4,4,4,3,5,4,4,3,4,3,4,4,3,5,3,5,3,5,4,3,4,4,4,4,3,3,4,3,4,4,3.75
CF714.jpg,3,5,4,5,5,4,4,5,4,5,4,3,4,4,3,4,5,5,3,4,5,4,5,5,5,5,4,3,5,5,4,4,4,4,5,4,5,4,4,4,5,4,3,5,4,5,4,4,4,5,4,5,5,4,5,4,5,4,4,4,4.3
CF715.jpg,4,3,3,4,5,4,3,4,3,4,3,3,3,3,3,4,4,4,4,4,3,3,4,4,5,4,5,3,4,4,4,4,4,3,4,5,3,3,3,2,4,3,3,3,3,3,2,4,3,5,2,4,4,4,3,3,3,3,3,5,3.55
CF716.jpg,3,4,4,5,3,3,5,3,3,4,3,3,3,4,2,5,4,3,3,4,3,3,2,5,5,3,4,2,2,3,5,4,3,2,4,3,4,3,3,3,3,3,3,5,3,3,4,2,4,5,2,4,3,3,3,3,4,3,4,4,3.4166666666666665
CF717.jpg,3,4,2,1,4,4,3,4,3,4,3,3,3,3,3,4,4,3,4,4,3,3,4,4,4,3,4,2,3,3,4,3,3,3,2,3,4,3,4,4,4,3,3,4,3,4,4,4,3,4,3,4,5,4,4,3,4,4,3,4,3.433333333333333
CF718.jpg,4,4,5,3,4,3,4,4,3,4,3,3,4,3,4,4,5,4,4,4,4,3,4,5,4,5,5,3,4,5,4,4,4,3,5,4,4,4,3,4,4,4,3,4,3,5,4,4,5,5,4,5,4,4,3,4,3,4,4,4,3.95
CF719.jpg,4,5,5,5,4,5,4,5,5,5,4,3,4,4,4,5,5,5,4,4,4,4,5,5,5,4,5,4,5,5,5,5,4,4,5,5,5,4,5,5,5,5,4,5,5,5,5,4,5,5,4,5,5,4,5,5,4,5,4,5,4.6
CF72.jpg,2,3,2,1,4,1,3,3,2,3,3,2,3,2,3,2,1,1,3,3,1,2,2,3,3,3,3,2,1,3,2,2,3,3,2,2,3,2,3,2,3,3,2,3,2,2,2,4,3,4,2,3,3,3,2,1,2,2,2,3,2.4166666666666665
CF720.jpg,3,4,4,5,4,4,3,3,2,3,3,2,3,3,3,5,4,5,3,3,2,3,2,5,4,4,3,2,3,1,3,4,3,3,4,3,4,3,3,4,3,3,3,4,3,4,3,4,2,2,2,3,4,3,3,2,5,3,3,3,3.2333333333333334
CF721.jpg,3,5,4,5,4,3,4,4,3,4,4,3,4,4,3,5,4,5,2,4,2,3,4,5,5,4,4,2,3,4,4,4,4,4,5,4,5,4,4,3,4,3,4,5,4,5,4,4,4,5,4,4,4,3,5,3,4,5,4,4,3.933333333333333
CF722.jpg,4,4,2,2,4,3,4,4,3,3,3,2,3,4,2,5,4,4,4,4,3,3,4,5,3,4,3,3,3,3,4,4,3,3,4,2,4,3,4,3,3,5,3,5,3,4,3,5,3,5,3,4,5,3,2,3,4,3,5,3,3.5
CF723.jpg,2,4,3,2,4,3,3,3,2,3,3,2,3,4,3,4,4,4,3,4,3,3,4,5,5,4,4,2,3,4,4,3,4,4,4,4,4,3,3,3,3,4,3,4,3,3,2,3,3,3,4,4,4,4,3,2,3,3,3,3,3.3333333333333335
CF724.jpg,2,4,2,5,4,2,3,3,2,4,3,3,4,3,3,4,3,4,3,4,1,3,3,5,3,3,5,2,2,4,4,4,3,3,5,5,4,3,3,4,4,3,4,4,2,5,4,4,3,5,3,5,3,3,3,2,4,3,3,4,3.4166666666666665
CF725.jpg,5,5,5,5,4,3,4,4,4,4,4,3,3,3,3,5,5,4,4,4,5,3,4,5,5,5,5,3,3,4,4,4,3,3,4,2,5,3,4,4,5,4,3,5,4,4,2,3,4,5,3,4,3,3,4,5,4,4,4,5,3.95
CF726.jpg,3,4,3,5,4,2,3,4,3,5,3,3,4,5,3,5,4,5,3,4,3,3,4,5,4,3,4,3,2,3,4,4,3,3,4,3,4,3,4,4,4,5,4,4,3,3,4,5,4,3,2,5,4,4,3,4,4,3,3,3,3.65
CF727.jpg,3,5,5,5,5,5,4,5,4,5,4,4,4,4,4,5,5,5,4,4,5,4,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,4,5,5,5,4,5,5,4,5,5,5,5,5,4,5,5,4,4,4,5,5,4,5,4.566666666666666
CF728.jpg,4,4,5,5,5,4,4,3,5,4,4,4,4,4,4,5,5,4,4,4,5,4,4,5,5,5,5,3,4,4,4,4,4,4,5,4,4,3,3,4,5,4,4,5,4,5,5,5,5,5,3,5,5,4,4,4,5,5,4,5,4.316666666666666
CF729.jpg,3,5,5,2,4,3,3,4,4,4,3,3,3,4,3,4,5,4,4,4,4,3,3,5,5,4,4,2,4,3,3,4,4,3,5,4,5,3,4,3,4,3,3,5,4,3,3,5,4,5,3,4,3,3,3,4,5,3,3,4,3.716666666666667
CF73.jpg,2,3,2,2,3,2,3,3,1,2,3,2,3,3,3,2,3,4,3,3,1,3,2,3,3,2,3,2,2,1,2,3,3,1,1,2,3,2,2,3,3,2,3,3,2,3,2,1,3,1,2,2,3,3,2,3,3,2,2,3,2.4
CF730.jpg,4,4,4,5,3,3,4,4,4,4,3,3,3,4,3,5,4,4,4,4,3,4,4,5,5,4,4,3,3,3,3,4,3,4,3,3,4,3,4,4,4,4,4,5,3,4,2,5,4,1,3,4,4,4,2,4,5,4,3,5,3.716666666666667
CF731.jpg,4,4,4,4,4,3,4,3,3,3,3,3,3,4,3,3,4,4,4,4,3,3,4,5,4,4,5,3,3,4,4,4,3,3,3,4,4,3,4,4,4,4,4,5,2,4,3,5,4,5,3,4,4,4,4,3,4,3,4,4,3.7
CF732.jpg,3,5,3,4,4,3,4,4,3,3,3,3,3,4,3,4,5,3,3,4,3,3,4,5,5,4,4,3,4,3,4,4,4,4,5,4,5,3,3,4,4,3,3,5,3,4,4,5,4,4,3,4,5,4,3,4,4,3,4,4,3.7666666666666666
CF733.jpg,2,3,4,5,3,3,4,3,2,3,3,2,3,3,3,4,3,3,3,4,2,2,3,4,4,4,3,3,3,2,3,2,3,2,3,3,3,2,2,3,5,4,2,3,3,3,2,3,3,4,3,3,3,3,3,4,2,3,2,3,3.0
CF734.jpg,3,4,3,4,4,3,4,4,3,4,4,3,3,5,3,4,4,5,4,4,3,3,4,5,5,4,5,3,4,4,4,4,3,4,3,5,4,3,4,4,4,4,3,5,4,4,3,4,4,5,4,5,5,4,3,3,5,4,4,4,3.9
CF735.jpg,4,4,4,5,4,5,3,4,5,4,4,3,4,4,4,5,5,5,3,4,4,4,5,5,5,4,5,3,3,4,4,5,4,4,5,3,4,3,4,4,4,5,4,5,4,3,3,5,5,5,4,4,5,4,4,5,5,4,5,5,4.216666666666667
CF736.jpg,4,4,5,5,4,3,4,4,3,5,3,4,4,4,4,4,5,5,4,4,3,3,4,5,5,4,5,3,5,4,4,4,4,4,4,4,4,4,3,4,5,4,4,5,3,5,3,4,4,5,3,4,5,4,4,4,4,4,4,5,4.083333333333333
CF737.jpg,4,4,5,5,4,3,3,4,3,4,3,3,3,3,4,5,5,4,4,4,4,3,3,5,5,4,4,3,4,3,3,4,4,3,5,4,4,3,3,4,4,4,4,5,3,4,3,4,5,5,4,4,4,4,4,4,5,4,4,4,3.9
CF738.jpg,4,4,4,5,4,4,3,5,4,4,3,4,3,3,4,4,5,4,4,4,4,3,4,4,5,5,5,2,4,4,4,4,4,3,5,4,4,4,3,3,3,4,4,5,4,5,3,3,5,5,4,4,5,3,4,4,5,4,4,5,4.0
CF739.jpg,3,4,4,3,3,3,3,4,3,3,3,3,3,4,4,5,5,3,3,4,4,3,4,4,5,4,5,3,2,4,4,4,3,4,4,3,4,3,4,4,3,4,4,5,3,3,4,4,5,4,3,4,4,4,3,4,4,3,3,5,3.683333333333333
CF74.jpg,3,3,1,1,3,1,3,3,2,3,3,2,3,2,2,1,3,3,2,3,1,2,2,3,2,3,3,2,2,2,3,2,3,1,1,2,3,2,2,3,3,3,2,3,2,3,2,1,2,3,2,2,3,2,2,3,3,2,3,2,2.316666666666667
CF740.jpg,4,5,5,5,4,5,4,4,4,4,4,4,4,3,3,5,4,5,4,4,4,4,4,5,5,5,4,3,4,4,4,4,4,4,4,4,5,3,4,4,4,4,4,5,3,5,4,4,4,5,3,4,4,4,3,5,4,4,4,5,4.133333333333334
CF741.jpg,4,4,4,4,4,3,3,3,3,4,3,3,4,4,3,3,4,4,3,4,3,3,4,4,4,5,5,3,3,3,4,4,3,2,4,3,4,3,4,4,3,4,4,4,3,3,3,4,3,5,3,4,3,3,3,3,4,3,3,4,3.533333333333333
CF742.jpg,3,5,5,5,5,4,4,4,3,5,3,3,4,4,4,5,5,5,4,4,4,3,4,4,5,5,5,3,5,4,4,5,4,4,5,4,5,4,3,4,5,5,4,5,4,5,4,4,5,5,5,5,4,4,5,3,4,5,4,5,4.3
CF743.jpg,3,3,3,2,3,2,3,3,2,3,3,3,3,3,2,3,4,3,3,3,3,3,3,3,4,3,4,3,3,3,3,3,3,4,1,3,3,3,3,3,3,3,3,3,3,3,2,2,3,2,3,3,3,2,3,3,3,3,4,3,2.9166666666666665
CF744.jpg,4,5,5,5,4,3,4,4,5,5,5,3,4,4,3,5,4,5,4,4,4,4,5,5,5,3,4,4,4,5,4,5,4,4,4,5,5,4,4,5,5,4,3,4,3,5,4,5,4,5,4,4,5,4,4,4,5,5,4,4,4.283333333333333
CF745.jpg,4,4,4,3,4,3,3,3,3,3,3,2,3,3,3,4,3,4,3,4,4,3,4,3,5,4,4,3,3,4,4,3,3,3,4,4,4,3,3,4,3,4,3,3,3,4,3,4,4,5,3,4,5,3,2,3,3,3,3,4,3.45
CF746.jpg,3,3,2,1,4,1,3,3,2,3,3,3,3,3,2,4,3,3,2,3,3,3,2,5,3,3,4,2,3,2,3,3,3,3,2,2,3,2,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,2,2,2,3,3,3,2.7666666666666666
